conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d1dad98-12d2-45b6-a1dd-6916734b1fed,skill/competence,sector-specific,monitor ballast regulator,"ballast regulator monitoring
ballast regulator overseeing
monitoring ballast regulator
monitoring of ballast regulator
overseeing ballast regulator
oversee ballast regulator
overseeing of ballast regulator",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitor a ballast regulator, the work train component that arranges railway ballast for optimal stability. Report any problems or take the appropriate action."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d23d9b2-3eb0-454b-bb1a-bb5b277c98b5,skill/competence,sector-specific,promote health in specialised care,"identify health promotion in specialised care
promote health in specialised-care
promote health in specialized care
develop health awareness in specialised care
advocate for health in specialised care",,released,2025-11-26T10:17:22.467Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Identify health promotion and education needs for patients within the field of specialisation and develop and implement strategies as appropriate.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2588bb-9e02-4665-b10a-05f013fab9ad,skill/competence,occupation-specific,demonstrate musicianship,"demonstrate technical proficiency on a principal instrument or voice
show musicianship
prove musicianship",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Show knowledge, technical skill and sensitivity when performing music on a principal instrument or voice."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2872f7-219c-43b0-a2cc-99f411121c03,skill/competence,cross-sector,issue official documents,"furnish official documentation
provide official documentation
supply official documentation
provide official documents
supply official documents
furnish official documents",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Issue and certify official documents to national citizens and foreigners such as passports and certificates.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d289e8b-2cc1-4eda-ab1f-ad1090ef98f0,knowledge,sector-specific,WordPress,WordPress CMS,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The open-source web-based software systems used for creating, editing, publishing and archiving blogs, articles, web pages or press releases which are mostly managed by users with limited web programming knowledge."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2e2dac-e93b-4afc-8621-7b8ceb3e48f9,skill/competence,occupation-specific,establish draft annual schedules for vessels,"draft and update annual schedules in accordance with changing requirements
establish annual schedule drafts for vessels
develop draft annual schedules
formulate and maintain vessel annual schedules
compose draft annual schedules
produce draft annual schedules
draft and update vessel annual schedules according to requirements
create draft annual schedules
formulate and maintain ship annual schedules
draft and update ship annual schedules according to requirements
establish annual schedule drafts for ships",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Establish draft annual schedules and maintain the schedules of vessels as requirements change.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d330bed-8206-43b3-a34b-a41da15c8d73,skill/competence,sector-specific,repair vessel mechanical systems,"fix ship mechanical systems
fix mechanical systems of vessels
carry out ship mechanical system repairs
repair mechanical systems of vessels
perform repair activities on vessel mechanical systems
fix vessel mechanical systems
conduct repair activities on ship mechanical systems
fix mechanical systems of ships
repair mechanical systems of ships
execute repairs on mechanical systems of ships
undertake repairs on mechanical systems of vessels
perform vessel mechanical system repairs
repair ship mechanical systems",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Repair mechanical systems of vessels while on-board. Ensure that vessel malfunctions are repaired without affecting the voyage in progress.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d355a4e-d9b6-4a24-a79b-30176e15589e,knowledge,sector-specific,beverages filtration processes,"beverages filtration process
beverages filtration procedures
beverages filtration measures
beverages filtration systems
beverages filtration mechanisms
beverage filtration processes
beverage filtration process",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Safe and economic method for removing impurities from food products and extending its shelf life. Importance of contamination control and how it contributes to superior quality product, a significant reduction of waste and a minimum of product spoilage."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d35de4c-96d0-4598-b9ad-8b0e766919ca,skill/competence,occupation-specific,create base for products,"produce base for products
creating a base for products
create a base for products
make base for products
build base for products
construct base for products",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Manufacture the base or pedestal for a product so it can be mounted on top of it so the product can maintain its position and is easier to place.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d372e75-5ca1-483a-b930-dd495dbe22ef,skill/competence,occupation-specific,carry picking work aids,"transporting fruit picking work aids
transporting picking work aids
carrying picking work aids
picking work aids carrying
fruit picking work aids carrying
transport picking work aids
picking work aids transporting
fruit picking work aids transporting
carrying fruit picking work aids
carry fruit picking work aids
transport fruit picking work aids",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Carry work equipment, such as ladders, small containers or canvas drop cloths."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,knowledge,transversal,English,"ability to comprehend spoken and written English and to speak and write in English
competent in English",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",The English language. English is an official and working language of the EU.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d464155-f952-459e-92cd-308851f918f5,skill/competence,occupation-specific,recruit student ambassador,"nominate student ambassador
recruiting student ambassador
select student ambassador
enlist student ambassador
recruits student ambassador",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Assess, recruit, and train new student ambassadors who act as a link between the educational institution and other communities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4e180e-019f-417c-b6a6-69175c1f76d3,skill/competence,occupation-specific,perform diagnostic imaging procedures,"perform diagnostic imaging procedure
carry out diagnostic imaging procedures
use diagnostic imaging procedures
apply diagnostic imaging procedures
perform procedures of diagnostic imaging
make use of diagnostic imaging procedures",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Carry out diagnostic imaging procedures such as Magnetic Resonance Imaging to see see how the patient responds to treatment or to diagnose an abnormality.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,skill/competence,transversal,write Malay,"correspond in written Malay
write Malaysian
show competency in written Malay",,released,2025-01-27T15:56:19.596Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Compose written texts in Malay.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d51cc74-8def-4653-8a62-03db98462cb0,skill/competence,sector-specific,supervise costume workers,"direct costume workers
manage costume workers
supervising costume workers
supervise costume worker",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Coordinate and direct costume workers in the process of drawing, cutting and sewing costumes and samples."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d53015b-6867-408f-8f3a-4eb9d5dae101,skill/competence,sector-specific,maintain plant soil nutrition,"ensuring nutrition of plant soil
ensuring plant soil nutrition
plant soil nutrition maintaining
maintain nutrition of plant soil
maintaining nutrition of plant soil
ensure plant soil nutrition
plant soil nutrition ensuring
maintaining plant soil nutrition
ensure nutrition of plant soil",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Manage and support overall soil nutrition. Practice sustainable gardening techniques and integrated pest management in gardens both outdoor and indoor.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d56955d-2b6c-471f-890d-8c17ab16053b,skill/competence,sector-specific,communicate in an outdoor setting,"communicating effectively and efficiently
communicate using different languages
communicate efficiently and effectively
communicate effectively in any situation",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Communicate with participants in more than one language of the European Union; handle a crisis following guidelines and recognise the importance of proper behaviour in crisis situations.
