career_id,experience_text,experience_text_vi,degree_text,degree_text_vi,salary_min_en,salary_max_en,salary_avg_en,salary_currency_en,salary_bands_en,salary_min,salary_max,salary_avg,salary_currency,salary_bands,updated_at
1,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",60655.00,120956.00,90805.00,USD,"[{""max"""": 78526.89"," '""min'"": 60655.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 87105.84"," '""min'"": 78526.89"," """"label"""": """"Associate Level""""}"," {'""max'"": 105622.42"," '""min'"": 87105.84"," '""label'"": '""Manager Level'""}"," {'""max'"": 120030.05"," '""min'"": 105622.42"," '""label'"": '""Manager Level'""}"," {'""max'"": 120956.0"," '""min'"": 120030.05"," '""label'"": '""Executive Level'""}]""",1455720000.00,2902944000.00,2179320000.00,VND,"[{'max'"": 1884645438"," '""min'"": 1455720000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2090540106"," '""min'"": 1884645438"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2534938186"," '""min'"": 2090540106"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2880721212"," '""min'"": 2534938186"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2902944000"," '""min'"": 2880721212"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
814,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,46163.00,143473.00,94818.00,USD,"[{""max"""": 70793.91"," '""min'"": 46163.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 118356.73"," '""min'"": 70793.91"," """"label"""": """"Mid Level""""}"," {'""max'"": 143473.0"," '""min'"": 118356.73"," '""label'"": '""Senior Level'""}]""",1107912000.00,3443352000.00,2275632000.00,VND,"[{'max'"": 1699053927"," '""min'"": 1107912000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2840561467"," '""min'"": 1699053927"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3443352000"," '""min'"": 2840561467"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
815,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,57700.00,176801.00,117250.00,USD,"[{""max"""": 87483.4"," '""min'"": 57700.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 138673.14"," '""min'"": 87483.4"," """"label"""": """"Mid Level""""}"," {'""max'"": 176801.0"," '""min'"": 138673.14"," '""label'"": '""Senior Level'""}]""",1384800000.00,4243224000.00,2814000000.00,VND,"[{'max'"": 2099601508"," '""min'"": 1384800000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3328155470"," '""min'"": 2099601508"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4243224000"," '""min'"": 3328155470"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
816,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,44320.00,189261.00,116790.00,USD,"[{""max"""": 87985.33"," '""min'"": 44320.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 147015.08"," '""min'"": 87985.33"," """"label"""": """"Mid Level""""}"," {'""max'"": 189261.0"," '""min'"": 147015.08"," '""label'"": '""Senior Level'""}]""",1063680000.00,4542264000.00,2802960000.00,VND,"[{'max'"": 2111647847"," '""min'"": 1063680000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3528362024"," '""min'"": 2111647847"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4542264000"," '""min'"": 3528362024"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
817,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,45034.00,115189.00,80111.00,USD,"[{""max"""": 64001.68"," '""min'"": 45034.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 91919.57"," '""min'"": 64001.68"," """"label"""": """"Mid Level""""}"," {'""max'"": 115189.0"," '""min'"": 91919.57"," '""label'"": '""Senior Level'""}]""",1080816000.00,2764536000.00,1922664000.00,VND,"[{'max'"": 1536040328"," '""min'"": 1080816000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2206069575"," '""min'"": 1536040328"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2764536000"," '""min'"": 2206069575"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
818,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,75860.00,107796.00,91828.00,USD,"[{""max"""": 85382.18"," '""min'"": 75860.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 99377.51"," '""min'"": 85382.18"," """"label"""": """"Mid Level""""}"," {'""max'"": 107796.0"," '""min'"": 99377.51"," '""label'"": '""Senior Level'""}]""",1820640000.00,2587104000.00,2203872000.00,VND,"[{'max'"": 2049172326"," '""min'"": 1820640000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2385060205"," '""min'"": 2049172326"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2587104000"," '""min'"": 2385060205"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
819,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,45523.00,122472.00,83997.00,USD,"[{""max"""": 68012.0"," '""min'"": 45523.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 100102.67"," '""min'"": 68012.0"," """"label"""": """"Mid Level""""}"," {'""max'"": 122472.0"," '""min'"": 100102.67"," '""label'"": '""Senior Level'""}]""",1092552000.00,2939328000.00,2015928000.00,VND,"[{'max'"": 1632287954"," '""min'"": 1092552000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2402463979"," '""min'"": 1632287954"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2939328000"," '""min'"": 2402463979"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
820,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,52740.00,184810.00,118775.00,USD,"[{""max"""": 92478.25"," '""min'"": 52740.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 142826.89"," '""min'"": 92478.25"," """"label"""": """"Mid Level""""}"," {'""max'"": 184810.0"," '""min'"": 142826.89"," '""label'"": '""Senior Level'""}]""",1265760000.00,4435440000.00,2850600000.00,VND,"[{'max'"": 2219477994"," '""min'"": 1265760000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3427845430"," '""min'"": 2219477994"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4435440000"," '""min'"": 3427845430"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
821,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,42551.00,149749.00,96150.00,USD,"[{""max"""": 77450.93"," '""min'"": 42551.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 118782.46"," '""min'"": 77450.93"," """"label"""": """"Mid Level""""}"," {'""max'"": 149749.0"," '""min'"": 118782.46"," '""label'"": '""Senior Level'""}]""",1021224000.00,3593976000.00,2307600000.00,VND,"[{'max'"": 1858822425"," '""min'"": 1021224000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2850779094"," '""min'"": 1858822425"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3593976000"," '""min'"": 2850779094"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
822,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,55391.00,182949.00,119170.00,USD,"[{""max"""": 95054.2"," '""min'"": 55391.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 142478.88"," '""min'"": 95054.2"," """"label"""": """"Mid Level""""}"," {'""max'"": 182949.0"," '""min'"": 142478.88"," '""label'"": '""Senior Level'""}]""",1329384000.00,4390776000.00,2860080000.00,VND,"[{'max'"": 2281300796"," '""min'"": 1329384000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3419493101"," '""min'"": 2281300796"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4390776000"," '""min'"": 3419493101"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
823,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,74982.00,135417.00,105199.00,USD,"[{""max"""": 90307.85"," '""min'"": 74982.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 119223.48"," '""min'"": 90307.85"," """"label"""": """"Mid Level""""}"," {'""max'"": 135417.0"," '""min'"": 119223.48"," '""label'"": '""Senior Level'""}]""",1799568000.00,3250008000.00,2524776000.00,VND,"[{'max'"": 2167388381"," '""min'"": 1799568000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2861363625"," '""min'"": 2167388381"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3250008000"," '""min'"": 2861363625"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
824,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,52100.00,113425.00,82762.00,USD,"[{""max"""": 69251.81"," '""min'"": 52100.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 96879.1"," '""min'"": 69251.81"," """"label"""": """"Mid Level""""}"," {'""max'"": 113425.0"," '""min'"": 96879.1"," '""label'"": '""Senior Level'""}]""",1250400000.00,2722200000.00,1986288000.00,VND,"[{'max'"": 1662043381"," '""min'"": 1250400000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2325098319"," '""min'"": 1662043381"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2722200000"," '""min'"": 2325098319"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
825,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,61401.00,140349.00,100875.00,USD,"[{""max"""": 88330.77"," '""min'"": 61401.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 114183.0"," '""min'"": 88330.77"," """"label"""": """"Mid Level""""}"," {'""max'"": 140349.0"," '""min'"": 114183.0"," '""label'"": '""Senior Level'""}]""",1473624000.00,3368376000.00,2421000000.00,VND,"[{'max'"": 2119938491"," '""min'"": 1473624000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2740391895"," '""min'"": 2119938491"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3368376000"," '""min'"": 2740391895"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
826,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,67168.00,118097.00,92632.00,USD,"[{""max"""": 81931.84"," '""min'"": 67168.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 105184.36"," '""min'"": 81931.84"," """"label"""": """"Mid Level""""}"," {'""max'"": 118097.0"," '""min'"": 105184.36"," '""label'"": '""Senior Level'""}]""",1612032000.00,2834328000.00,2223168000.00,VND,"[{'max'"": 1966364178"," '""min'"": 1612032000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2524424533"," '""min'"": 1966364178"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2834328000"," '""min'"": 2524424533"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
827,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,54281.00,147996.00,101138.00,USD,"[{""max"""": 78501.84"," '""min'"": 54281.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 123433.74"," '""min'"": 78501.84"," """"label"""": """"Mid Level""""}"," {'""max'"": 147996.0"," '""min'"": 123433.74"," '""label'"": '""Senior Level'""}]""",1302744000.00,3551904000.00,2427312000.00,VND,"[{'max'"": 1884044044"," '""min'"": 1302744000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2962409722"," '""min'"": 1884044044"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3551904000"," '""min'"": 2962409722"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
828,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,59816.00,159602.00,109709.00,USD,"[{""max"""": 87445.16"," '""min'"": 59816.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 126474.14"," '""min'"": 87445.16"," """"label"""": """"Mid Level""""}"," {'""max'"": 159602.0"," '""min'"": 126474.14"," '""label'"": '""Senior Level'""}]""",1435584000.00,3830448000.00,2633016000.00,VND,"[{'max'"": 2098683754"," '""min'"": 1435584000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3035379434"," '""min'"": 2098683754"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3830448000"," '""min'"": 3035379434"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
829,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,56492.00,144754.00,100623.00,USD,"[{""max"""": 84347.61"," '""min'"": 56492.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 121263.04"," '""min'"": 84347.61"," """"label"""": """"Mid Level""""}"," {'""max'"": 144754.0"," '""min'"": 121263.04"," '""label'"": '""Senior Level'""}]""",1355808000.00,3474096000.00,2414952000.00,VND,"[{'max'"": 2024342587"," '""min'"": 1355808000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2910312896"," '""min'"": 2024342587"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3474096000"," '""min'"": 2910312896"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
830,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,57551.00,103608.00,80579.00,USD,"[{""max"""": 72837.57"," '""min'"": 57551.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 89633.37"," '""min'"": 72837.57"," """"label"""": """"Mid Level""""}"," {'""max'"": 103608.0"," '""min'"": 89633.37"," '""label'"": '""Senior Level'""}]""",1381224000.00,2486592000.00,1933896000.00,VND,"[{'max'"": 1748101663"," '""min'"": 1381224000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2151200817"," '""min'"": 1748101663"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2486592000"," '""min'"": 2151200817"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
